title,address,acess,age,floor,fee,manegement_fee,deposit,qratuity,madori,menseki
都営浅草線 西馬込駅 2階建 新築,東京都大田区南馬込４, 都営浅草線/西馬込駅 歩12分 都営浅草線/馬込駅 歩18分 東急大井町線/荏原町駅 歩29分 , 新築 2階建 ,             2階,17.9万円,6500円,17.9万円,35.8万円,2LDK,60.64m2
京急空港線 大鳥居駅 5階建 築11年,東京都大田区東糀谷１, 京急空港線/大鳥居駅 歩10分 京急空港線/穴守稲荷駅 歩19分 京急空港線/糀谷駅 歩20分 , 築11年 5階建 ,             3階,8.1万円,5500円,-,8.1万円,1K,25.44m2
コンシェリア蒲田Ｕ’ｓ　Ｓｑｕａｒｅ,東京都大田区蒲田４, ＪＲ京浜東北線/蒲田駅 歩5分 京急本線/京急蒲田駅 歩5分 京急空港線/京急蒲田駅 歩5分 , 築17年 15階建 ,             4階,7.9万円,8500円,-,-,1K,22.76m2
コンシェリア蒲田Ｕ’ｓ　Ｓｑｕａｒｅ,東京都大田区蒲田４, ＪＲ京浜東北線/蒲田駅 歩5分 京急本線/京急蒲田駅 歩5分 京急空港線/京急蒲田駅 歩5分 , 築17年 15階建 ,             9階,7.9万円,10000円,7.9万円,-,1K,22.76m2
コンシェリア蒲田Ｕ’ｓ　Ｓｑｕａｒｅ,東京都大田区蒲田４, ＪＲ京浜東北線/蒲田駅 歩5分 京急本線/京急蒲田駅 歩5分 京急空港線/京急蒲田駅 歩5分 , 築17年 15階建 ,             7階,8.4万円,8500円,-,8.4万円,1K,22.76m2
コンシェリア蒲田Ｕ’ｓ　Ｓｑｕａｒｅ,東京都大田区蒲田４, ＪＲ京浜東北線/蒲田駅 歩5分 京急本線/京急蒲田駅 歩5分 京急空港線/京急蒲田駅 歩5分 , 築17年 15階建 ,             7階,7.8万円,15000円,-,-,1K,22.76m2
コンシェリア蒲田Ｕ’ｓ　Ｓｑｕａｒｅ,東京都大田区蒲田４, ＪＲ京浜東北線/蒲田駅 歩5分 京急本線/京急蒲田駅 歩5分 京急空港線/京急蒲田駅 歩5分 , 築17年 15階建 ,             7階,8万円,14000円,-,8万円,1K,22.76m2
東急池上線 池上駅 5階建 築6年,東京都大田区池上６, 東急池上線/池上駅 歩4分 東急池上線/蓮沼駅 歩9分 東急多摩川線/矢口渡駅 歩11分 , 築6年 5階建 ,             4階,9.3万円,13000円,-,-,1K,26.95m2
東急池上線 池上駅 5階建 築6年,東京都大田区池上６, 東急池上線/池上駅 歩4分 東急池上線/蓮沼駅 歩9分 東急多摩川線/矢口渡駅 歩11分 , 築6年 5階建 ,             5階,9.3万円,13000円,-,-,1K,25.57m2
東急池上線 池上駅 7階建 築29年,東京都大田区池上５, 東急池上線/池上駅 歩5分 東急池上線/蓮沼駅 歩16分 ＪＲ京浜東北線/蒲田駅 歩19分 , 築29年 7階建 ,             2階,12.1万円,10000円,-,-,1LDK,37.62m2
ミリアレジデンス池上,東京都大田区池上５, 東急池上線/池上駅 歩5分 東急池上線/蓮沼駅 歩15分 東急多摩川線/矢口渡駅 歩23分 , 築29年 7階建 ,             2階,12.1万円,10000円,-,-,1LDK,37.62m2
東急多摩川線 下丸子駅 6階建 築3年,東京都大田区下丸子３, 東急多摩川線/下丸子駅 歩3分 東急池上線/千鳥町駅 歩10分 東急多摩川線/武蔵新田駅 歩12分 , 築3年 6階建 ,             1階,8.3万円,8000円,-,8.3万円,1K,25.52m2
東急多摩川線 下丸子駅 6階建 築3年,東京都大田区下丸子３, 東急多摩川線/下丸子駅 歩3分 東急池上線/千鳥町駅 歩10分 東急多摩川線/武蔵新田駅 歩12分 , 築3年 6階建 ,             1階,8.4万円,8000円,-,8.4万円,1K,25.52m2
東急多摩川線 下丸子駅 6階建 築3年,東京都大田区下丸子３, 東急多摩川線/下丸子駅 歩3分 東急池上線/千鳥町駅 歩10分 東急多摩川線/武蔵新田駅 歩12分 , 築3年 6階建 ,             1階,8.4万円,8000円,-,8.4万円,1K,25.52m2
東急多摩川線 下丸子駅 6階建 築3年,東京都大田区下丸子３, 東急多摩川線/下丸子駅 歩3分 東急池上線/千鳥町駅 歩10分 東急多摩川線/武蔵新田駅 歩12分 , 築3年 6階建 ,             1階,8.4万円,8000円,-,8.4万円,1K,25.52m2
東急多摩川線 下丸子駅 6階建 築3年,東京都大田区下丸子３, 東急多摩川線/下丸子駅 歩3分 東急池上線/千鳥町駅 歩10分 東急多摩川線/武蔵新田駅 歩12分 , 築3年 6階建 ,             4階,8.8万円,8000円,-,8.8万円,1K,25.52m2
ルーブル下丸子伍番館,東京都大田区下丸子３, 東急多摩川線/下丸子駅 歩3分 東急池上線/千鳥町駅 歩10分 東急多摩川線/武蔵新田駅 歩12分 , 築3年 6階建 ,             1階,8.3万円,8000円,-,8.3万円,1K,25.52m2
ルーブル下丸子伍番館,東京都大田区下丸子３, 東急多摩川線/下丸子駅 歩3分 東急池上線/千鳥町駅 歩10分 東急多摩川線/武蔵新田駅 歩12分 , 築3年 6階建 ,             1階,8.4万円,8000円,-,8.4万円,1K,25.52m2
ルーブル下丸子伍番館,東京都大田区下丸子３, 東急多摩川線/下丸子駅 歩3分 東急池上線/千鳥町駅 歩10分 東急多摩川線/武蔵新田駅 歩12分 , 築3年 6階建 ,             2階,8.2万円,10000円,-,8.2万円,1K,25.52m2
ルーブル下丸子伍番館,東京都大田区下丸子３, 東急多摩川線/下丸子駅 歩3分 東急池上線/千鳥町駅 歩10分 東急多摩川線/武蔵新田駅 歩12分 , 築3年 6階建 ,             4階,8.8万円,8000円,-,8.8万円,1K,25.52m2
三桃マンション,東京都大田区大森中３, 京急本線/梅屋敷駅 歩8分 京急本線/大森町駅 歩11分 京急本線/京急蒲田駅 歩17分 , 築36年 4階建 ,             2階,10.1万円,5000円,10.1万円,10.1万円,2DK,42m2
三桃マンション,東京都大田区大森中３, 京急本線/梅屋敷駅 歩8分 京急本線/大森町駅 歩11分 京急本線/京急蒲田駅 歩17分 , 築36年 4階建 ,             3階,10.3万円,5000円,10.3万円,10.3万円,2DK,42m2
ラヴィーナ池上,東京都大田区池上６, 東急池上線/池上駅 歩7分 ＪＲ京浜東北線/蒲田駅 歩17分 東急多摩川線/矢口渡駅 歩15分 , 築36年 5階建 ,             1階,8.5万円,7000円,8.5万円,8.5万円,1LDK,43.32m2
ラヴィーナ池上,東京都大田区池上６, 東急池上線/池上駅 歩7分 ＪＲ京浜東北線/蒲田駅 歩17分 東急多摩川線/矢口渡駅 歩15分 , 築36年 5階建 ,             2階,11.6万円,7000円,11.6万円,11.6万円,2DK,47.19m2
東急池上線 池上駅 5階建 築36年,東京都大田区池上６, 東急池上線/池上駅 歩7分 東急池上線/蒲田駅 歩17分 東急池上線/蓮沼駅 歩8分 , 築36年 5階建 ,             1階,8.5万円,7000円,8.5万円,8.5万円,1LDK,43.32m2
東急池上線 池上駅 5階建 築36年,東京都大田区池上６, 東急池上線/池上駅 歩7分 東急池上線/蒲田駅 歩17分 東急池上線/蓮沼駅 歩8分 , 築36年 5階建 ,             2階,11.6万円,7000円,11.6万円,11.6万円,2DK,47.19m2
レジディア大森,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩5分 京急本線/大森海岸駅 歩10分 京急本線/平和島駅 歩17分 , 築18年 14階建 ,             3階,8万円,10000円,8万円,8万円,1K,20.1m2
レジディア大森,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩5分 京急本線/大森海岸駅 歩10分 京急本線/平和島駅 歩17分 , 築18年 14階建 ,             3階,8.4万円,10000円,8.4万円,8.4万円,1K,20.1m2
レジディア大森,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩5分 京急本線/大森海岸駅 歩10分 京急本線/平和島駅 歩17分 , 築18年 14階建 ,             12階,8.5万円,10000円,8.5万円,8.5万円,1K,19.99m2
レジディア大森,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩5分 京急本線/大森海岸駅 歩10分 京急本線/平和島駅 歩17分 , 築18年 14階建 ,             12階,8.9万円,10000円,8.9万円,8.9万円,1K,19.99m2
レジディア大森,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩5分 京急本線/大森海岸駅 歩10分 京急本線/平和島駅 歩17分 , 築18年 14階建 ,             6階,9.2万円,10500円,-,9.2万円,1K,20.1m2
京急本線 大森海岸駅 11階建 築15年,東京都大田区大森北３, 京急本線/大森海岸駅 歩5分 ＪＲ京浜東北線/大森駅 歩10分 京急本線/平和島駅 歩10分 , 築15年 11階建 ,             2階,7.2万円,20000円,-,-,1K,23.4m2
スカイコート多摩川壱番館 309,東京都大田区矢口３, 東急多摩川線/矢口渡駅 歩10分 東急池上線/蓮沼駅 歩21分 ＪＲ京浜東北線/蒲田駅 歩30分 , 築10年 4階建 ,             1階,7.55万円,10000円,-,7.55万円,1K,25.51m2
スカイコート多摩川壱番館 309,東京都大田区矢口３, 東急多摩川線/矢口渡駅 歩10分 東急池上線/蓮沼駅 歩21分 ＪＲ京浜東北線/蒲田駅 歩30分 , 築10年 4階建 ,             3階,8.05万円,7500円,8.05万円,-,1K,25.5m2
ブライズ大森東ＱＵＡＴＴＲＯ,東京都大田区大森東３, 京急本線/大森町駅 歩10分 京急本線/平和島駅 歩15分 京急本線/梅屋敷駅 歩18分 , 築4年 5階建 ,             1階,8.05万円,12000円,8.05万円,8.05万円,1K,25.5m2
ブライズ大森東ＱＵＡＴＴＲＯ,東京都大田区大森東３, 京急本線/大森町駅 歩10分 京急本線/平和島駅 歩15分 京急本線/梅屋敷駅 歩18分 , 築4年 5階建 ,             3階,8.2万円,12000円,8.2万円,8.2万円,1K,25.5m2
ブライズ大森東ＱＵＡＴＴＲＯ,東京都大田区大森東３, 京急本線/大森町駅 歩10分 京急本線/平和島駅 歩15分 京急本線/梅屋敷駅 歩18分 , 築4年 5階建 ,             4階,8.35万円,12000円,8.35万円,8.35万円,1K,26.4m2
東急池上線 雪が谷大塚駅 10階建 築6年,東京都大田区雪谷大塚町, 東急池上線/雪が谷大塚駅 歩3分 東急池上線/御嶽山駅 歩9分 東急池上線/石川台駅 歩14分 , 築6年 10階建 ,             6階,11万円,10000円,11万円,-,1DK,25.08m2
京急本線 京急蒲田駅 5階建 築5年,東京都大田区東六郷１, 京急本線/京急蒲田駅 歩9分 京急本線/雑色駅 歩11分 ＪＲ京浜東北線/蒲田駅 歩20分 , 築5年 5階建 ,             2階,8.86万円,8900円,8.86万円,8.86万円,1K,25.3m2
京急本線 京急蒲田駅 5階建 築5年,東京都大田区東六郷１, 京急本線/京急蒲田駅 歩9分 京急本線/雑色駅 歩11分 ＪＲ京浜東北線/蒲田駅 歩20分 , 築5年 5階建 ,             4階,9.8万円,-,9.8万円,9.8万円,1K,25.3m2
レジディア蒲田II,東京都大田区蒲田５, ＪＲ京浜東北線/蒲田駅 歩7分 東急池上線/蒲田駅 歩7分 東急多摩川線/蒲田駅 歩7分 , 築18年 15階建 ,             3階,8万円,10000円,8万円,8万円,1K,22.65m2
レジディア蒲田II,東京都大田区蒲田５, ＪＲ京浜東北線/蒲田駅 歩7分 東急池上線/蒲田駅 歩7分 東急多摩川線/蒲田駅 歩7分 , 築18年 15階建 ,             10階,8.1万円,10000円,8.1万円,8.1万円,1K,22.65m2
レジディア蒲田II,東京都大田区蒲田５, ＪＲ京浜東北線/蒲田駅 歩7分 東急池上線/蒲田駅 歩7分 東急多摩川線/蒲田駅 歩7分 , 築18年 15階建 ,             10階,8.3万円,10000円,8.3万円,8.3万円,1K,22.65m2
レジディア蒲田II,東京都大田区蒲田５, ＪＲ京浜東北線/蒲田駅 歩7分 東急池上線/蒲田駅 歩7分 東急多摩川線/蒲田駅 歩7分 , 築18年 15階建 ,             7階,8.5万円,10000円,-,-,1K,22.6m2
レジディア蒲田II,東京都大田区蒲田５, ＪＲ京浜東北線/蒲田駅 歩7分 東急池上線/蒲田駅 歩7分 東急多摩川線/蒲田駅 歩7分 , 築18年 15階建 ,             12階,8.5万円,10000円,-,-,1K,22.59m2
ＪＲ京浜東北線 蒲田駅 15階建 築18年,東京都大田区蒲田５, ＪＲ京浜東北線/蒲田駅 歩5分 京急本線/京急蒲田駅 歩11分 東急池上線/蓮沼駅 歩16分 , 築18年 15階建 ,             3階,8万円,10000円,8万円,8万円,1K,22.65m2
ＪＲ京浜東北線 蒲田駅 15階建 築18年,東京都大田区蒲田５, ＪＲ京浜東北線/蒲田駅 歩5分 京急本線/京急蒲田駅 歩11分 東急池上線/蓮沼駅 歩16分 , 築18年 15階建 ,             6階,8.2万円,10000円,8.2万円,-,1K,22.64m2
ＪＲ京浜東北線 蒲田駅 15階建 築18年,東京都大田区蒲田５, ＪＲ京浜東北線/蒲田駅 歩5分 京急本線/京急蒲田駅 歩11分 東急池上線/蓮沼駅 歩16分 , 築18年 15階建 ,             12階,8.5万円,10000円,-,-,1K,22.59m2
ＪＲ京浜東北線 蒲田駅 4階建 築3年,東京都大田区西蒲田６, ＪＲ京浜東北線/蒲田駅 歩11分 東急池上線/蓮沼駅 歩2分 東急多摩川線/矢口渡駅 歩14分 , 築3年 4階建 ,             2階,10万円,5000円,-,-,1DK,25.11m2
ＪＲ京浜東北線 蒲田駅 4階建 築3年,東京都大田区西蒲田６, ＪＲ京浜東北線/蒲田駅 歩11分 東急池上線/蓮沼駅 歩2分 東急多摩川線/矢口渡駅 歩14分 , 築3年 4階建 ,             1階,11.4万円,5000円,-,-,1DK,29.27m2
ＪＲ京浜東北線 蒲田駅 4階建 築3年,東京都大田区西蒲田６, ＪＲ京浜東北線/蒲田駅 歩11分 東急池上線/蓮沼駅 歩2分 東急多摩川線/矢口渡駅 歩14分 , 築3年 4階建 ,             1階,11.4万円,5000円,-,-,1DK,29.27m2
ルクレ西馬込,東京都大田区西馬込２, 都営浅草線/西馬込駅 歩3分 東急池上線/池上駅 歩21分 都営浅草線/馬込駅 歩24分 , 築7年 地下1地上5階建 ,             3階,15.3万円,12000円,-,-,1LDK,44.16m2
ルクレ西馬込,東京都大田区西馬込２, 都営浅草線/西馬込駅 歩3分 東急池上線/池上駅 歩21分 都営浅草線/馬込駅 歩24分 , 築7年 地下1地上5階建 ,             3階,16.3万円,12000円,-,-,1LDK,45.78m2
ブロッサムテラス池上,東京都大田区池上６, 東急池上線/池上駅 歩4分 東急多摩川線/矢口渡駅 歩18分 ＪＲ京浜東北線/蒲田駅 歩22分 , 築8年 5階建 ,             1階,6.8万円,5000円,-,6.8万円,1K,17.69m2
ブロッサムテラス池上,東京都大田区池上６, 東急池上線/池上駅 歩4分 東急多摩川線/矢口渡駅 歩18分 ＪＲ京浜東北線/蒲田駅 歩22分 , 築8年 5階建 ,             3階,7万円,5000円,-,7万円,1K,17.39m2
ブロッサムテラス池上,東京都大田区池上６, 東急池上線/池上駅 歩4分 東急多摩川線/矢口渡駅 歩18分 ＪＲ京浜東北線/蒲田駅 歩22分 , 築8年 5階建 ,             2階,7.2万円,5000円,-,-,1K,17.39m2
東急池上線 池上駅 5階建 築8年,東京都大田区池上６, 東急池上線/池上駅 歩4分 東急池上線/蓮沼駅 歩10分  , 築8年 5階建 ,             1階,6.8万円,5000円,-,6.8万円,1K,17.69m2
東急池上線 池上駅 5階建 築8年,東京都大田区池上６, 東急池上線/池上駅 歩4分 東急池上線/蓮沼駅 歩10分  , 築8年 5階建 ,             3階,7万円,5000円,-,7万円,1K,17.39m2
東急池上線 池上駅 5階建 築8年,東京都大田区池上６, 東急池上線/池上駅 歩4分 東急池上線/蓮沼駅 歩10分  , 築8年 5階建 ,             2階,7.2万円,5000円,-,-,1K,17.39m2
★弊社から5分の立地で管理万全！完全バリアフリー★,東京都大田区東矢口２, 東急多摩川線/矢口渡駅 歩7分 東急池上線/池上駅 歩12分 ＪＲ京浜東北線/蒲田駅 歩20分 , 築5年 3階建 ,             1階,6.98万円,6980円,6.98万円,13.96万円,ワンルーム,19.8m2
●こだわりのバリアフリー★前回1週間で埋まった人気物件です！仲手不 要,東京都大田区東矢口２, 東急多摩川線/矢口渡駅 歩7分 東急池上線/池上駅 歩12分 ＪＲ京浜東北線/蒲田駅 歩20分 , 築5年 3階建 ,             1階,6.98万円,6980円,6.98万円,13.96万円,ワンルーム,19.8m2
フェリスティ竹沢,東京都大田区南六郷１, 京急本線/雑色駅 歩12分 京急空港線/糀谷駅 歩17分 京急本線/京急蒲田駅 歩22分 , 築9年 5階建 ,             2階,8万円,5500円,-,8万円,1K,25m2
ＪＲ京浜東北線 大森駅 5階建 築4年,東京都大田区山王３, ＪＲ京浜東北線/大森駅 歩8分 京急本線/大森海岸駅 歩16分 都営浅草線/西馬込駅 歩26分 , 築4年 5階建 ,             5階,8.3万円,5000円,8.3万円,-,ワンルーム,17.59m2
ヴェルドミール,東京都大田区仲六郷１, 京急本線/雑色駅 歩9分 ＪＲ京浜東北線/蒲田駅 歩17分 京急本線/京急蒲田駅 歩14分 , 築34年 3階建 ,             3階,9.7万円,3000円,9.7万円,9.7万円,2DK,45.09m2
ブロッサムテラス下丸子,東京都大田区千鳥３, 東急多摩川線/武蔵新田駅 歩4分 東急池上線/千鳥町駅 歩8分 東急多摩川線/下丸子駅 歩7分 , 築6年 4階建 ,             3階,7.3万円,8000円,-,-,1K,19.27m2
ブロッサムテラス下丸子,東京都大田区千鳥３, 東急多摩川線/武蔵新田駅 歩4分 東急池上線/千鳥町駅 歩8分 東急多摩川線/下丸子駅 歩7分 , 築6年 4階建 ,             3階,7.3万円,8000円,-,-,1K,18.13m2
京急本線 平和島駅 5階建 築21年,東京都大田区大森西２, 京急本線/平和島駅 歩6分 京急本線/大森町駅 歩8分 京急本線/梅屋敷駅 歩16分 , 築21年 5階建 ,             1階,8万円,-,8万円,8万円,1K,24.11m2
シエールグラン大森西,東京都大田区大森西２, 京急本線/平和島駅 歩6分 京急本線/大森町駅 歩8分 京急本線/大森海岸駅 歩19分 , 築21年 5階建 ,             1階,8万円,-,8万円,8万円,1K,24.11m2
都営浅草線 西馬込駅 5階建 築15年,東京都大田区中馬込３, 都営浅草線/西馬込駅 歩9分 都営浅草線/馬込駅 歩11分 東急池上線/長原駅 歩15分 , 築15年 5階建 ,             3階,7.4万円,10000円,7.4万円,-,1K,21.46m2
都営浅草線 西馬込駅 5階建 築15年,東京都大田区中馬込３, 都営浅草線/西馬込駅 歩9分 都営浅草線/馬込駅 歩11分 東急池上線/長原駅 歩15分 , 築15年 5階建 ,             3階,7.4万円,10000円,7.4万円,-,1K,21.46m2
都営浅草線 西馬込駅 5階建 築15年,東京都大田区中馬込３, 都営浅草線/西馬込駅 歩9分 都営浅草線/馬込駅 歩11分 東急池上線/長原駅 歩15分 , 築15年 5階建 ,             3階,7.4万円,10000円,7.4万円,-,1K,21.46m2
ヴォーガコルテ西馬込アジールコート,東京都大田区中馬込３, 都営浅草線/西馬込駅 歩9分 都営浅草線/馬込駅 歩11分 東急大井町線/荏原町駅 歩17分 , 築15年 5階建 ,             3階,7.4万円,10000円,7.4万円,-,1K,21.46m2
ヴォーガコルテ西馬込アジールコート,東京都大田区中馬込３, 都営浅草線/西馬込駅 歩9分 都営浅草線/馬込駅 歩11分 東急大井町線/荏原町駅 歩17分 , 築15年 5階建 ,             3階,7.7万円,10000円,-,-,1K,21.46m2
ザ・パークハビオ蒲田,東京都大田区蒲田５, ＪＲ京浜東北線/蒲田駅 歩4分 京急本線/京急蒲田駅 歩8分 東急池上線/蓮沼駅 歩13分 , 築4年 11階建 ,             3階,11万円,10000円,11万円,-,ワンルーム,26.51m2
ザ・パークハビオ蒲田,東京都大田区蒲田５, ＪＲ京浜東北線/蒲田駅 歩4分 京急本線/京急蒲田駅 歩8分 東急池上線/蓮沼駅 歩13分 , 築4年 11階建 ,             3階,17万円,15000円,17万円,-,1LDK,39.98m2
ザ・パークハビオ蒲田,東京都大田区蒲田５, ＪＲ京浜東北線/蒲田駅 歩4分 京急本線/京急蒲田駅 歩8分 東急池上線/蓮沼駅 歩13分 , 築4年 11階建 ,             10階,18万円,15000円,18万円,-,1LDK,40.38m2
ＡＲＣＯＢＡＬＥＮＯ　ＴＡＭＡＧＡＷＡ　ＡＺ,東京都大田区多摩川１, 東急多摩川線/矢口渡駅 歩3分 東急池上線/蓮沼駅 歩12分 東急多摩川線/武蔵新田駅 歩10分 , 築3年 9階建 ,             6階,8.5万円,15000円,-,-,1K,25.6m2
ＡＲＣＯＢＡＬＥＮＯ　ＴＡＭＡＧＡＷＡ　ＡＺ,東京都大田区多摩川１, 東急多摩川線/矢口渡駅 歩3分 東急池上線/蓮沼駅 歩12分 東急多摩川線/武蔵新田駅 歩10分 , 築3年 9階建 ,             8階,8.6万円,15000円,-,-,1K,25.6m2
東急多摩川線 矢口渡駅 9階建 築3年,東京都大田区多摩川１, 東急多摩川線/矢口渡駅 歩3分 東急池上線/蓮沼駅 歩12分 東急多摩川線/武蔵新田駅 歩10分 , 築3年 9階建 ,             6階,8.5万円,15000円,-,-,1K,25.6m2
東急多摩川線 矢口渡駅 9階建 築3年,東京都大田区多摩川１, 東急多摩川線/矢口渡駅 歩3分 東急池上線/蓮沼駅 歩12分 東急多摩川線/武蔵新田駅 歩10分 , 築3年 9階建 ,             8階,8.6万円,15000円,-,-,1K,25.6m2
東急多摩川線 矢口渡駅 9階建 築3年,東京都大田区多摩川１, 東急多摩川線/矢口渡駅 歩3分 東急池上線/蓮沼駅 歩12分 東急多摩川線/武蔵新田駅 歩10分 , 築3年 9階建 ,             8階,8.6万円,15000円,-,-,1K,25.6m2
東急多摩川線 矢口渡駅 9階建 築3年,東京都大田区多摩川１, 東急多摩川線/矢口渡駅 歩3分 東急池上線/蓮沼駅 歩12分 東急多摩川線/武蔵新田駅 歩10分 , 築3年 9階建 ,             8階,8.6万円,15000円,-,-,1K,25.6m2
東急多摩川線 矢口渡駅 9階建 築3年,東京都大田区多摩川１, 東急多摩川線/矢口渡駅 歩3分 東急池上線/蓮沼駅 歩12分 東急多摩川線/武蔵新田駅 歩10分 , 築3年 9階建 ,             8階,8.6万円,15000円,-,-,1K,25.6m2
東急多摩川線 矢口渡駅 9階建 築3年,東京都大田区多摩川１, 東急多摩川線/矢口渡駅 歩3分 東急池上線/蓮沼駅 歩12分 東急多摩川線/武蔵新田駅 歩10分 , 築3年 9階建 ,             8階,8.6万円,15000円,-,-,1K,25.6m2
カスタニーハウス上池台,東京都大田区上池台２, 東急池上線/長原駅 歩5分 東急大井町線/北千束駅 歩10分 東急池上線/洗足池駅 歩7分 , 築28年 3階建 ,             3階,12.7万円,8000円,12.7万円,6.35万円,1LDK,41.6m2
東急池上線 長原駅 3階建 築28年,東京都大田区上池台２, 東急池上線/長原駅 歩5分 東急大井町線/北千束駅 歩11分 東急池上線/洗足池駅 歩8分 , 築28年 3階建 ,             3階,12.7万円,8000円,12.7万円,6.35万円,1LDK,41.6m2
デュオシティ大森町,東京都大田区大森中２, 京急本線/梅屋敷駅 歩9分 京急本線/大森町駅 歩9分 京急本線/平和島駅 歩18分 , 築16年 11階建 ,             2階,9.1万円,8000円,-,-,1K,31.17m2
プレール・ドゥーク羽田ＷＥＳＴII,東京都大田区本羽田２, 京急空港線/糀谷駅 歩10分 京急本線/京急蒲田駅 歩20分 京急空港線/大鳥居駅 歩17分 , 築7年 5階建 ,             1階,8万円,8000円,-,-,1K,25.7m2
エスティム南六郷,東京都大田区南六郷３, 京急本線/雑色駅 歩13分 京急大師線/港町駅 歩22分 京急本線/六郷土手駅 歩13分 , 築6年 5階建 ,             2階,12.5万円,15000円,-,12.5万円,1LDK,46.52m2
ＪＲ京浜東北線 蒲田駅 4階建 築17年,東京都大田区西蒲田５, ＪＲ京浜東北線/蒲田駅 歩9分 東急池上線/蓮沼駅 歩13分 京急本線/京急蒲田駅 歩17分 , 築17年 4階建 ,             3階,8.6万円,3000円,8.6万円,8.6万円,1K,24m2
ＪＲ京浜東北線 大森駅 14階建 築18年,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩5分 京急本線/大森海岸駅 歩11分 ＪＲ横須賀線/西大井駅 歩29分 , 築18年 14階建 ,             3階,8万円,10000円,8万円,8万円,1K,20.1m2
ＪＲ京浜東北線 大森駅 14階建 築18年,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩5分 京急本線/大森海岸駅 歩11分 ＪＲ横須賀線/西大井駅 歩29分 , 築18年 14階建 ,             3階,8.4万円,10000円,8.4万円,8.4万円,1K,20.1m2
ＪＲ京浜東北線 大森駅 14階建 築18年,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩5分 京急本線/大森海岸駅 歩11分 ＪＲ横須賀線/西大井駅 歩29分 , 築18年 14階建 ,             12階,8.5万円,10000円,8.5万円,8.5万円,1K,19.99m2
ＪＲ京浜東北線 大森駅 14階建 築18年,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩5分 京急本線/大森海岸駅 歩11分 ＪＲ横須賀線/西大井駅 歩29分 , 築18年 14階建 ,             12階,8.9万円,10000円,8.9万円,8.9万円,1K,19.99m2
ＪＲ京浜東北線 大森駅 14階建 築18年,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩5分 京急本線/大森海岸駅 歩11分 ＪＲ横須賀線/西大井駅 歩29分 , 築18年 14階建 ,             6階,9.2万円,10500円,-,9.2万円,1K,20.1m2
プレール・ドゥーク多摩川,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩4分 東急池上線/蓮沼駅 歩18分 ＪＲ京浜東北線/蒲田駅 歩26分 , 築11年 7階建 ,             3階,6.9万円,11000円,-,6.9万円,1K,20.45m2
プレール・ドゥーク多摩川,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩4分 東急池上線/蓮沼駅 歩18分 ＪＲ京浜東北線/蒲田駅 歩26分 , 築11年 7階建 ,             4階,9.1万円,10500円,-,9.1万円,1K,20.47m2
東急池上線 蓮沼駅 7階建 築10年,東京都大田区東矢口１, 東急池上線/蓮沼駅 歩4分 東急池上線/池上駅 歩13分 東急多摩川線/矢口渡駅 歩9分 , 築10年 7階建 ,             2階,6.8万円,10000円,-,6.8万円,1K,20.67m2
東急池上線 蓮沼駅 7階建 築10年,東京都大田区東矢口１, 東急池上線/蓮沼駅 歩4分 東急池上線/池上駅 歩13分 東急多摩川線/矢口渡駅 歩9分 , 築10年 7階建 ,             4階,6.7万円,15000円,-,6.7万円,1K,20.4m2
東急池上線 蓮沼駅 7階建 築10年,東京都大田区東矢口１, 東急池上線/蓮沼駅 歩4分 東急池上線/池上駅 歩13分 東急多摩川線/矢口渡駅 歩9分 , 築10年 7階建 ,             4階,6.7万円,15000円,-,6.7万円,1K,20.4m2
東急池上線 蓮沼駅 7階建 築10年,東京都大田区東矢口１, 東急池上線/蓮沼駅 歩4分 東急池上線/池上駅 歩13分 東急多摩川線/矢口渡駅 歩9分 , 築10年 7階建 ,             4階,6.7万円,15000円,-,6.7万円,1K,20.4m2
東急池上線 蓮沼駅 7階建 築10年,東京都大田区東矢口１, 東急池上線/蓮沼駅 歩4分 東急池上線/池上駅 歩13分 東急多摩川線/矢口渡駅 歩9分 , 築10年 7階建 ,             4階,6.7万円,15000円,-,6.7万円,1K,20.4m2
ブライズ蒲田WEST,東京都大田区東矢口１, ＪＲ京浜東北線/蒲田駅 歩13分 東急池上線/蓮沼駅 歩4分 東急多摩川線/矢口渡駅 歩9分 , 築10年 7階建 ,             2階,6.8万円,10000円,-,6.8万円,1K,20.67m2
ブライズ蒲田WEST,東京都大田区東矢口１, ＪＲ京浜東北線/蒲田駅 歩13分 東急池上線/蓮沼駅 歩4分 東急多摩川線/矢口渡駅 歩9分 , 築10年 7階建 ,             4階,6.7万円,15000円,-,6.7万円,1K,20.4m2
